id,processed_content
10201,media gener up qtli div 68 ct shr 64 ct set stock split media gener up qtli div 68 ct shr 64 ct set stock split
10207,correct media gener up annual div 68 ct shr 64 ct set stock split correct show rais annual div qtli correct media gener up annual div 68 ct shr 64 ct set stock split correct show rais annual div qtli
10208,central capit plan stock split lt central capit corp plan a split common class a subordin vote share subject sharehold approv april 23 annual meet split rais amount common share 25 2 mln 16 8 mln subordin vote share 23 9 mln 15 9 mln
10209,white hous unit decid semiconductor white hous econom polici council made a recommend presid reagan retali japan alleg unfair practic semiconductor trade offici disclos council recommend offici earlier council call retali urg curb impos japanes export unit state offici day reagan act move made public senat week unanim call reagan impos penal japanes export retali call semiconductor industri chief trade union hard hit japanes semiconductor trade a pact summer japan summer agre stop dump semiconductor cost unit state nation open market product return unit state agre hold impos anti dump duti japanes semiconductor shipment offici japan stop dump semiconductor american market continu dump countri japanes market remain close semiconductor semiconductor american market continu dump countri japanes market remain close semiconductor
10211,northern indiana lt ni 12 mth feb 28 loss shr loss 66 ct profit 1 07 dlr net loss 20 957 000 profit 11 041 000 rev 1 54 billion 1 85 billion avg shr 73 2 mln 71 7 mln note 1986 net exclud charg 94 8 mln dlr 1 32 dlr a share abandon bailli nuclear plant northern indiana public servic full compani
10213,chavin rais stake myer myr chicago real estat develop leonard chavin told secur exchang commiss rais stake meyer group 11 pct 9 7 pct invest banker repes met myer offic tell plan a takeov solicit proxi a seat myer board chavin take control firm result delist meyer york stock exchang told sec buy acquir firm hold share invest
10214,canamax pacif tran ocean approv product lt canamax resourc lt pacif tran ocean resourc condit approv start product jointli own ketza river gold deposit yukon a studi recommend move product condit approv a water licens arrang financ estim develop cost mine mill total 21 1 mln dlr includ mln dlr work capit feasibl studi anticip gold product 49 600 ounc a year a cost 129 canadian dlr a short ton canamax pacif tran ocean project yield a 40 pct tax real rate return a gold price 400 dlr ounc mine 460 000 tonn proven probabl mineabl reserv oxid ore grade 0 45 ounc gold ton a yearli rate 112 000 tonn a mine life 4 25 year reserv 75 000 tonn grade 0 38 ounc gold ton break zone extend mine life a year consider potenti develop oxid ore reserv deposit
10215,campbel red lake mine 4th qtr shr 21 ct 10 ct campbel red lake mine 4th qtr shr 21 ct 10 ct
10216,gold product start ketza river canamax resourc pacif tran ocean resourc condit approv start product jointli own ketza river gold deposit yukon a studi recommend move product condit approv a water licens arrang financ estim develop cost mine mill total 21 1 mln dlr includ mln dlr work capit feasibl studi anticip gold product 49 600 ounc a year a cost 129 canadian dlr a short ton canamax pacif tran ocean project yield a 40 pct tax real rate return a gold price 400 dlr ounc mine 460 000 tonn proven probabl mineabl reserv oxid ore grade 0 45 ounc gold ton a yearli rate 112 000 tonn a mine life 4 25 year reserv 75 000 tonn grade 0 38 ounc gold ton break zone extend mine life a year consider potenti develop oxid ore reserv deposit
10218,honeywel lt hon debt rise sperri buyout honeywel total debt rose 85 pct 1986 due 1 02 billion dlr acquisit sperri aerospac group yearend compani 1986 annual report honeywel total debt stood 1 44 billion dlr compar 776 6 mln dlr 1985 honeywel acquir sperri unit begin 1986 loss full year 9 88 dlr a share honeywel actual loss 1986 8 33 dlr a share
10219,mcintyr mine lt mp complet unit sale mcintyr mine complet previous announc sale share wholli own smoki river coal relat asset smoki river hold a nomin cash consider mcintyr cash amount sale smoki river hold alberta compani control michael henson presid chief execut mcintyr compani mcintyr retain unspecifi royalti interest smoki river coal base net oper cash flow compani coal properti mcintyr provid a mln dlr recours letter credit alberta govern smoki river coal reclam oblig credit letter expir smoki river complet mln dlr reclaim activ decemb 31 1992 occur mcintyr remain conting liabl oblig total mln dlr reduc time smoki river continu oper mcintyr princip asset continu 14 pct interest falconbridg lt falcf
10222,media gener lt meg a up dividend set split media gener rais annual dividend class a class common stock 68 ct a share 64 ct compani declar a stock split stock issu subject sharehold approv increas number author class a share media gener increas dividend payabl june 12 sharehold record 29 propos stock split paid 29 share class a share compani compani approv amend articl incorpor allow class share covert class a share option holder media gener move broaden investor interest class a stock
10224,invest group up stake scandinavia lt scf a multin sharehold group told secur exchang commiss increas stake scandinavia fund 35 5 pct 30 5 pct investor includ ingemar rydin industritillbehor ab sweden vbi corp west indi
10225,campbel red lake mine lt crk 4th qtr net shr 21 ct 10 ct net 10 798 000 4 704 000 rev 47 4 mln 32 9 mln year shr 58 ct 54 ct net 29 1 mln 25 8 mln rev 187 7 mln 134 7 mln note 1986 net includ 2 8 mln dlr extraordinari gain 4th qtr 6 5 mln dlr fl yr extraordinari loss involv provis declin market market secur partli offset gain sale stake dome petroleum lt dmp
10227,correct lt american varieti intern shr loss ct profit 11 ct net loss 76 888 profit 106 885 rev 752 234 922 036 correct year ago share profit loss item ran march 23
10228,oil execut gradual rise price top execut tenneco corp lt tgt sabin corp lt sab expect world oil price gradual increas year relianc import oil middl east grow bottom forward a trend gradual increas price nanc presid tenneco oil explor product told a meet petroleum equip supplier associ nanc predict 1990 organ produc export countri produc rate 80 pct capac gain larg increas import unit state rais price rais 1979 nanc a price hike expect andrew shoup chairman dalla base sabin predict world oil price increas a rang 15 20 dlr a barrel 1987 a rang 17 22 dlr a barrel 1988 natur ga price shoup similarli climb a rang 1 30 1 70 dlr mcf year 1 50 1 90 dlr mcf 1988 fuel switch pct increas demand shoup refer ga industri outlook 1987 repeal fuel act a feder law prohibit natur ga manufactur plant util increas demand ga 15 pct tenneco nanc citi experi peak day shortag natur ga suppli winter industri reduc deliver tenneco ga deliver drop 20 pct 1986 ga bubbl nanc ga price bottom real question broad valley year year year start climb walter lt walter oil ga corp recent improv oil price independ produc begin onshor drill project crude oil stay 20 dlr a barrel 1 50 dlr mcf natur ga prevail prospect onshor explor deeper depth texa gulf coast independ 1990 pretti dismal walter suggest independ turn explor shallow feder offshor leas farm agreement cheap rig rate competit held find cost area dlr a barrel walter
10230,report soviet econom plan optimist soviet economi grown increas rate mikhail gorbachev leadership goal ambiti a report intellig agenc report prepar jointli central intellig agenc defens intellig agenc congression joint econom committe releas soviet economi grew 4 2 pct 1986 gorbachev full year power averag rate growth previou 10 year gorbachev polici improv worker attitud remov incompet offici reduc corrupt alcohol modern countri industri equip account gain report specif polici gorbachev adopt intens gorbachev brought effort appar commit find long term solut attribut predecessor lack nonetheless gorbachev program appear ambiti a number count report earlier week expert soviet union gorbachev oust year continu reform polici don year marshal goldman harvard univers told a congression hear move fast step toe a similar comment peter reddaway smithsonian institut kennan institut advanc russian studi econom report meet target commod output requir unrealist gain product industri output target high time instal advanc equip gorbachev propos chang system econom incent discourag innov technolog chang report ad signific resist specif polici goal surfac 1986 massiv govern parti bureaucraci enterpris manag complain ask carri conflict goal rais qualiti standard output target simultan report cia dia report predict pct growth soviet economi year soviet union trail 12 year advanc manufactur technolog comput microprocessor
10231,great american corp see 1st qtr charg 14 1 mln dlr loan loss allow great american corp see 1st qtr charg 14 1 mln dlr loan loss allow
10233,great american lt gtam see charg writedown great american corp preliminari find regulatori examin ambank subsidiari result a quarter charg 14 1 mln dlr a writedown 1 4 mln dlr charg made allow loan loss writedown real estat great american examin conduct a regular examin a final report expect week manag intend includ charg writedown respons preliminari find great american regulatori author requir adjust previous report financi result great american 1986 great american revis previou estim provis loss ad 9 9 mln dlr allow account decemb 31 1986 action charg off significantli deplet allow loan loss econom environ show sign signific improv futur addit provis increas allow 26 4 mln dlr repres 6 63 pct outstand loan portfolio 83 2 pct perform loan year end great american revis net loss fourth quarter 14 1 mln dlr 6 36 dlr share compar a net loss 2 4 mln dlr 1 06 dlr share year earlier
10235,lt marathon nation bank year net shr 78 ct 51 ct net 725 000 451 000 asset 98 5 mln 85 9 mln loan 40 5 mln 28 8 mln deposit 90 4 mln 78 7 mln
10237,macmillan bloedel lt mmblf stock split approv macmillan bloedel sharehold approv compani previous report propos stock split
10238,ctc dealer appeal canadian tire decis ctc dealer hold appeal a previous report ontario court rule uphold ontario secur commiss decis block ctc bid 49 pct lt canadian tire corp common share ctc a group canadian tire dealer ad extend tender offer march 31 seek approv extend bid appeal court heard case alfr david bill canadian tire control sharehold back appeal seek leav appeal control sharehold martha bill support appeal join appeal motion
10240,ur corp lt ur regular stock dividend qtli div pct stock pct stock pay april 16 record april
10242,ducommun lt dco quarterli dividend qtli div ct ct pay april 30 record april 15
10243,tektronix lt tek quarterli dividend qtli div 15 ct 15 ct pay 4 record april 10 note previou dividend restat reflect januari 26 stock split
10245,lt mcm corp delay yearend report mcm corp forc delay releas fourth quarter yearend result determin effect balanc sheet a increas liabil a unit earlier month compani occident fire casualti unit paid 26 mln dlr a unit lt mutual omaha a commut agreement mcm believ unit liabil exceed 26 mln dlr a find increas complet april 15
10246,fed data polici stay hold feder reserv data releas today polici chang recent week week feder open market committe fomc meet economist fed continu accommod provis reserv indic polici shift begin year harold nathan economist well fargo bank number thing suggest fomc chang polici robert brusca nikko secur fed sit fairli pretti real reason chang polici joseph liro warburg liro economi show moder growth requir polici eas money aggreg end march bottom target rang economist agre fed major concern recent weak dollar earli week heavili support central bank fear hurt dollar fed cautiou lower interest rate number releas fed today line expect similar data year fed bank net free reserv averag 603 mln dlr week statement period end wednesday versu 749 mln dlr previou period singl week wednesday bank borrow discount window extend credit averag 302 mln dlr compar 228 mln dlr week statement period feder fund rate averag edg 6 14 pct 6 08 pct fed failur add reserv market tuesday wednesday surpris economist data releas today suggest real add reserv fed absenc explain lack press suppli reserv a desir boost borrow week statement period meet borrow target liro warburg liro fed shoot a week borrow averag 300 325 mln dlr borrow averag 265 mln dlr latest statement period 191 mln dlr prior period brusca nikko agre fed aim week averag discount window borrow 300 mln dlr correspond a feder fund rate 6 10 pct imposs fed hit borrow target demand excess reserv errat well fargo nathan fed focus fund rate roughli a 6 1 4 pct band upward fund rate pressur a big reserv ad anticip statement period began today brusca believ fed add 3 5 billion dlr a day reserv statement period liro put add 3 9 billion dlr partli address requir expect fed add perman reserv effect thursday offer buy matur treasuri bill wednesday a similar coupon pass requir a greater demand fund statement period includ close quarter upward pressur feder fund rate window dress demand japanes fiscal year end march 31
10253,blasiu industri lt bla 3rd qtr loss qtr end feb 28 oper shr loss ct profit 12 ct oper net profit 3 000 profit 218 000 rev 12 0 mln 10 6 mln avg shr 2 421 000 1 602 000 mth oper shr profit 28 ct profit 24 ct oper net profit 639 000 profit 500 000 rev 34 6 mln 31 2 mln avg shr 1 928 000 1 620 000 note oper exclud tax credit 180 000 415 000 year ago qtr mth oper includ writeoff relat subordin note exchang 185 000 current qtr mth
10254,gainsco lt gain 4th qtr net shr nil ct net 12 000 140 000 rev 4 446 000 3 998 000 avg shr 4 364 000 3 461 000 year shr 60 ct 22 ct net 2 257 000 774 000 rev 18 3 mln 21 1 mln avg shr 3 788 000 3 461 000 note net includ realiz gain invest 50 000 105 000 qtr 174 000 202 000 year net includ tax credit 64 000 year ago 12 mth
10255,gatt warn feder budget protection unit state emphasi foreign trade deficit misplac countri real problem lie larg feder budget deficit gener agreeement tariff trade gatt stress record trade deficit 169 8 billion dlr year fuell protectionist pressur threaten world trade system annual report fundament problem size feder budget deficit remedi cut govern spend encourag person save financ debt gatt predict world trade grow 2 5 pct 1987 a full percentag point lower previou year gatt expert urg washington resist protection seek macroeconom reduc current account payment deficit higher privat save lower invest a smaller feder budget deficit rais trade barrier result reduct current account deficit increas inflat reduc world trade basic combin insuffici domest save excess budget deficit remain report gatt economist trade expans slow year slower growth forecast japan west european nation adjust product workforc a low dollar risk higher inflat concern world debt manag loom protection report imbal current account japan west germani increas 1986 explan exchang rate back macroeconom polici ad predict imbal reduc a result major realign exchang rate born year report gatt warn a risk a sizeabl increas inflat rate combin impact a rapidli expand money suppli low dollar a develop worsen busi climat increas uncertainti push interest rate turn advers affect world trade report note a surpris rise import unit state dollar depreci make foreign product expens suggest resourc idl human underutilis factori gear produc good servic sought abroad world trade manufactur grew pct 1986 half rate previou year trade agricultur good expand pct continu a stagnant pattern sector decad gatt develop countri export declin significantli import increas moder full statist gatt combin export earn 16 major indebt nation sharpli lower chile colombia philippin south korea thailand higher export
10258,oregon aluminum smelter increas output northwest aluminum open a pot line mid bring smelter 80 pct product capac northwest aluminum presid brett wilcox leas 30 year smelter martin marietta corp product increas 45 ton a year present 70 ton martin marietta close mothbal smelter 1984 northwest aluminum reopen decemb wilcox a good aluminum market month success oper led decis expand product
10260,japan februari consum price unchang 0 4 pct januari drop offici japan februari consum price unchang 0 4 pct januari drop offici
10261,japan consum price unchang februari japan consum price index base 1985 unchang 99 7 februari a month earlier govern manag coodin agenc index show a 0 4 pct drop januari februari index pct a year earlier consecut year year drop januari index fell 1 1 pct a year earlier drop pct a 1 3 pct drop septemb 1958 februari petrol price increas winter cloth price stay low veget price fell februari year year fall due lower veget fuel oil petrol electr ga price higher hous educ footwear cloth cost unadjust consum price index tokyo area base 1985 mid march rose 0 4 pct a month earlier 100 6 reflect higher veget price index fell 0 3 pct year year consecut yearli drop reflect lower food util cost
10262,foreign reserv fall slightli februari zealand offici foreign reserv fell slightli 7 13 billion dlr februari 7 15 billion januari sharpli 2 85 billion februari 1986 reserv bank weekli statist releas
10263,bank japan buy dollar 149 00 yen tokyo dealer bank japan buy dollar 149 00 yen tokyo dealer
10264,white hous panel urg japan retali white hous econom polici council decid recommend trade sanction japan violat japanes semiconductor agreement industri sourc give detail note white hous comment decis administr pressur retali announc council decis offici senior polici group move curb reflect grow american frustrat alleg unfair japanes trade practic offici presid reagan act recommend a day consult aid foreign polici implic retali offici reagan delay retali a persuad japan abid agreement reach juli govern trade semiconductor a pact reach juli japan stop dump semiconductor world market open market made semiconductor return agre hold impos anti dump duti japanes semiconductor shipment unit state dump stop market continu countri japanes market remain close pressur reagan retali includ a unanim call senat week impos penalti japanes high technolog product semiconductor a call retali semiconductor industri chief trade union offici move japan involv duti semiconductor base good televis video cassett record comput
10265,nakason visit washington late april prime minist yasuhiro nakason make offici week long visit unit state april 29 hold talk washington presid reagan chief cabinet secretari masaharu gotoda told report govern sourc nakason resolv grow bilater trade friction discuss june venic summit western industri democraci foreign minist tadashi kuranari accompani nakason ministri offici industri sourc washington white hous econom polici council recommend trade sanction japan violat countri agreement semiconductor trade pact japan pledg stop dump microchip asia open domest market semiconductor
10268,india step countertrad deal cut trade gap india search communist countertrad partner cut trade deficit conserv foreign exchang wheat tobacco tea coffe jute engin electron good miner includ iron ore offer return crude oil petroleum product chemic steel machineri trade sourc told reuter impetu countertrad began 1984 state trade firm state trade corp stc miner metal trade corp mmtc state trade corpor free buy power respect bulk commod promot indian export a commerc ministri spokeswoman ad privat firm exclud countertrad trade sourc india target countri depend indian domest market recent open foreign import countertrad deal make a small part india total trade account pct estim 18 53 billion dlr trade month end decemb sourc countertrad account pct india 25 65 billion dlr trade fiscal 1985 86 end march 1984 85 offici figur show figur exclud exchang eastern bloc paid convert indian rupe sourc total trade soviet union involv swap agricultur produc textil soviet arm crude oil estim 3 04 billion dlr fiscal 1986 87 billion 1985 86 indian countertrad promot narrow countri larg trade deficit insignific compar agreement reach indonesia venezuela brazil trade sourc trade deficit hit estim record 6 96 billion dlr 1985 86 expect declin 5 6 billion current fiscal year push includ communist countri countertrad due factor includ slow growth foreign reserv a tight debt repay schedul shrink aid trade protection businessmen sourc india show dynam promot countertrad deal past deal made discreetli break gatt rule a member gener agreement tariff trade gatt india offici support barter mmtc recent countertrad deal includ iron ore export yugoslavia steel structur rail mmtc recent global tender includ a claus prefer parti accept payment kind good servic sold india a trade offici ad polici remain flexibl account factor price good servic offer india trade offici earli year commerc ministri quietli told foreign compani interest sell aircraft ship drill rig railway equip india stood a chanc bought indian good servic return trade sourc illustr point offici a south korean firm recent agre sell a drill platform worth 40 mln dlr state run oil natur ga commiss return south korean gave a verbal assur buy indian good worth 10 pct contract 25 pct sought delhi trade offici select korean firm bid lowest ad countertrad help african countri short foreign currenc import good india sign a trade protocol buy 15 000 tonn asbesto fibr zimbabw exchang indian good includ jute bag car india drive countertrad inher problem ad easi meet basic requir trade balanc trade sourc problem difficult suppli buy commod parti ad barter restrict a temporari measur current balanc payment difficulti countertrad made a law india figur countri foreign trade polici
10272,bp australia report 16 15 mln dlr year loss lt british petroleum australia report a 16 15 mln dlr net loss 1986 a 73 38 mln dlr profit 1985 sale fell 2 27 billion dlr 2 94 billion british petroleum plc lt bp unit attribut deficit stock loss aris drop crude price half made a 119 93 mln dlr loss govern compens form subsidi refin partial cover stock loss improv crude price half enabl group oil busi make a modest pre tax profit bp australia recommend a dividend comment year perform compani suspend oper 60 pct own agnew nickel mine loss sustain declin nickel price result includ 11 3 mln dlr extraordinari writedown laid oil explor drillship region endeavour bp australia sold 33 1 3 stake chemic maker lt csbp farmer yield extraordinari profit 18 9 mln dlr expect finalis sale 80 pct own lt kwinana nitrogen half 1987
10275,japan seamless pipe maker form export cartel major japanes steelmak plan form a seamless pipe export cartel market european commun a year april price output cost compani offici involv compani nippon steel corp lt nstc sumitomo metal industri lt smit nippon kokan kk lt nkkt kawasaki steel corp lt kaw account 95 pct japan total seamless pipe export firm appli form cartel ministri intern trade industri today approv expect month offici plan compani set floor price export price fallen sharpli due yen appreci dollar reduc world demand caus lower oil price excess domest capac result price cut competit offici calendar 1986 seamless pipe export fell 2 34 mln tonn 2 99 mln 1985 3 12 mln 1981 offici declin give idea floor price depend partli volum industri sourc estim averag export price rise 20 pct 800 dlr a tonn
10277,anz bank cut australian prime 18 25 pct 18 5 march 30 anz bank cut australian prime 18 25 pct 18 5 march 30
10280,jardin matheson hold lt jard hkg year 1986 shr 126 cent 42 adjust final div 30 cent 10 make 40 10 net 479 mln dlr 157 mln turnov 10 4 billion 10 5 billion note profit exclud extraordinari item 52 mln dlr loss 426 mln dividend payabl gener meet june 4 book close april 22 5 note bonu issu share par 20 cent share par dlr book close august 3 10 reuter
10281,bhp net profit 603 0 mln dlr qtr 813 0 mln bhp net profit 603 0 mln dlr qtr 813 0 mln
10282,jardin matheson hold lt jard hkg year 1986 shr 126 cent 42 adjust final div 30 cent 10 make 40 10 net 479 mln dlr 157 mln turnov 10 4 billion 10 5 billion note profit exclud extraordinari item 52 mln dlr loss 426 mln dividend payabl gener meet june 4 book close april 22 5 note bonu issu share par 20 cent share par dlr book close august 3 10
10283,japan februari industri product rose 0 3 pct 0 5 pct januari drop offici japan februari industri product rose 0 3 pct 0 5 pct januari drop offici
10284,broken hill pti lt brkn month month end feb 28 shr 47 4 cent 65 2 net 603 0 mln dlr 813 0 mln sale 6 52 billion 6 53 billion incom 454 9 mln 160 2 mln shr 1 27 billion 1 03 billion final div 20 cent make 37 5 bonu issu qtr net 206 0 mln dlr 238 6 mln qtr sale 2 11 billion 2 10 billion note div pay 27 div bonu reg 1 month net tax 499 1 mln dlr 722 6 mln depreci 509 5 mln 427 3 mln interest 366 8 mln 215 8 mln minor 15 3 mln 15 7 mln net extraordinari profit 60 7 mln profit 43 2 mln month division net earn minor petroleum 184 9 mln dlr 472 4 mln miner 254 6 mln 241 0 mln steel 148 2 mln 191 1 mln corpor item invest profit 30 6 mln loss 75 8 mln
10285,japan industri product rise februari japan industri product index base 1980 rose 0 3 pct a season adjust 122 7 februari previou month ministri intern trade industri output fell 0 5 pct januari a month earlier preliminari unadjust februari index rose 0 6 pct a year earlier a 0 5 pct year year rise januari adjust februari produc shipment index base 1980 rose 0 7 pct 118 5 januari fell 0 7 pct decemb unadjust shipment index rose 1 4 pct a year earlier a 1 0 pct year year januari gain adjust februari index produc finish good base 1980 fell 1 3 pct 104 5 januari fell 0 3 pct decemb unadjust index fell 3 5 pct a year earlier a 2 3 pct year year drop januari a 2 7 pct rise electron industri higher output facsimil machin video tape record a major contributor rise februari industri output car product fell januari offici industri product expect rise 3 2 pct march higher product machineri steel chemic maker drop 3 4 pct april a downturn output industri gave detail
10289,south korea plan 11 12 pct budget rise 1988 south korea plan increas size budget 1988 11 12 pct year 15 596 billion won econom plan board offici propos boost base a govern forecast gross nation product gnp grow 7 5 pct gnp deflat 3 5 pct 1988 target 8 0 pct 3 5 pct year detail 1988 budget spend match revenu work offici balanc budget 1986 total 13 800 5 billion won
10291,jardin matheson plan bonu issu jardin matheson hold lt jard hkg plan a bonu issu share 20 cent ordinari share par dlr a compani statement firm expect pay a total 1987 dividend cent share a share dividend maintain year level 40 cent a share jardin matheson announc earlier a 205 pct jump 1986 net profit 479 mln dlr 157 mln 1985 sharehold fund increas 5 02 billion dlr 4 77 billion 1985 statement quot chairman simon keswick jardin matheson achiev good perform satisfactori result section hong kong land lt hkld hkg jardin fleme busi japan group stake 35 pct hong kong land lower 26 pct complet a reorganis a long term invest stand a level financi strain problem asset imbal keswick issu share give group flexibl futur issu ordinari share expans jeopardis sharehold stabil brought group recent restructur issu pend approv firm sharehold warrant holder ad adjust made warrant exercis price jardin group complet reorganis jardin matheson transfer control hk land unit lt jardin strateg hold jardin strateg hold major stake compani spun hk land lt mandarin orient intern lt dairi farm intern hold cross hold jardin matheson jardin matheson debt 2 7 billion dlr year debt free restructur a posit cash flow oper dispos continu 1987 transform balanc sheet keswick note firm year sold interest airfreight oper australian properti truck busi remain oil ga activ jardin matheson decid make a provis gener trade busi middl east view continu weak oil price keswick oper profit longer term firm function evolv primarili strategi structur financi personnel polici jardin matheson reduc size board director simultan creat a pacif region board gave detail chang jardin matheson share rose 20 cent 24 90 dlr midday hong kong stock market earli trade fallen 24 30 dlr rumour yesterday firm plan a right issu
10292,bhp see strong fourth quarter lower year net broken hill pti lt brkn expect a strong full year result help sigific invest allow credit fourth quarter net fall short record 988 2 mln dlr earn 1985 86 end 31 group earlier report net earn drop 603 0 mln dlr quarter end februari 28 813 0 mln a year earlier quarter net fell 206 0 mln dlr 238 6 mln a year earlier 220 3 mln quarter end novemb 31 bhp a statement earn month lower end share analyst forecast yesterday a rang 600 mln 620 mln dlr bhp held annual dividend unchang 37 5 cent declar a steadi final dividend 20 cent announc a bonu issu sharehold regist 1 bonu made reserv qualifi tax free distribut introduct dividend imput juli 1 bonu share rank final dividend bhp bhp expect present rate dividend maintain increas capit level futur dividend influenc implic propos dividend imput legisl previous report dividend tax free sharehold hand provid paid profit born full 49 pct compani tax rate bhp confin comment quarter petroleum net earn drop 98 8 mln dlr 139 6 mln a year earlier steel profit 27 0 mln 48 8 mln bhp petroleum divis earn fall reflect gener lower oil price sale volum bass strait steel declin due a pct fall domest sale higher cost commiss plant oper difficulti rise quarter miner net 95 7 mln dlr 81 5 mln a year earlier larg reflect increas ownership mt newman iron ore project 60 7 mln dlr extraordinari gain term reflect a 240 7 mln profit sale lt blue circl southern cement offset a oil acreag writedown
10294,japan feb current account surplu 7 38 billion dlr jan 4 95 billion surplu japan feb current account surplu 7 38 billion dlr jan 4 95 billion surplu
10295,japan februari trade surplu 8 14 billion dlr januari 5 70 billion surplu japan februari trade surplu 8 14 billion dlr januari 5 70 billion surplu
10297,japan februari current account trade surplu jump japan current account surplu rose 7 38 billion dlr februari 3 89 billion a year ago 4 95 billion januari financ ministri trade surplu rose 8 14 billion dlr februari 4 77 billion a year earlier 5 70 billion januari long term capit account deficit widen 11 40 billion dlr 8 06 billion a year ago narrow 12 32 billion januari ministri japan februari export rose 16 74 billion dlr 14 89 billion februari 1986 14 65 billion januari ministri import fell 8 61 billion 10 12 billion a year earlier 8 94 billion januari invis trade deficit fell 617 mln dlr februari 693 mln a year earlier a 527 mln deficit januari figur talli round transfer payment narrow a 140 mln dlr deficit month a 185 mln deficit a year earlier a 225 mln deficit januari basic balanc payment deficit februari fell 4 02 billion dlr 4 17 billion februari 1986 7 37 billion januari short term capit account payment swung a 1 28 billion dlr deficit februari a 1 60 billion surplu a year earlier a 1 44 billion dlr surplu januari error omiss 2 65 billion dlr surplu compar a 1 27 billion surplu a year earlier a 1 10 billion deficit januari balanc payment deficit rose 2 65 billion dlr 1 30 billion a year earlier 7 04 billion januari season adjust trade surplu fell 9 16 billion dlr februari record 9 58 billion januari ministri season adjust current account surplu drop 8 4 billion dlr februari record 8 83 billion set januari
10299,philippin lobbi higher sugar quota philippin agricultur depart usda increas 1987 sugar import quota market report taiwan fulfil quota sugar regul administr sra chairman arsenim yulo yulo told reuter sra protest a usda move award taiwan shortfal dominican republ dominican republ a larger sugar quota yulo taiwanes shortfal award philippin share a hike dominican republ usda decemb list 1987 sugar import quota alloc dominican republ 160 160 short ton taiwan 10 920 short ton philippin badli hit a cut quota 143 780 short ton 231 660 1986
10300,india 1986 87 castor oil export fall trader india castor oil export provision estim 30 000 tonn fiscal 1986 87 end march 31 54 000 tonn 1985 86 due a shortfal domest castorse crop privat trader drought part countri expect reduc castorse crop a provision estim 350 000 tonn 1986 87 550 000 tonn 1985 86 told reuter
10302,unit state line lay east staff lt unit state line laid 260 employe entir east staff hong kong offic gener manag elliott burnsid told reuter call contain ship busan south korea kaohsiung taiwan cancel declin comment local press report line plan suspend oper failur restructur 1 27 billion dlr debt firm make announc today line file protect creditor chapter eleven feder law novemb english languag south china morn post line decid yesterday sell remain transpacif servic fleet asset south america oper quot a letter compani chief execut charl hiltzheim ship asset bought rival ship compani subject approv board line east oper compris offic hong kong singapor manila busan seoul tokyo yokohama kobe osaka burnsid
10305,usda reject sri lanka 80 dlr wheat price sri lankan food depart offici depart agricultur reject a firm offer 80 dlr tonn caf suppli 52 500 tonn soft wheat colombo pacif northwest sri lanka food depart subsequ made a counter offer firm buy wheat 85 dlr caf april 8 16 deliveri compani obtain usda approv propos price inform depart 1330 gmt
10306,philippin sugar crop set 1 6 mln tonn philippin sugar product 1987 88 crop year end august set 1 6 mln tonn a provision 1 3 mln tonn year sugar regulatori administr sra chairman arsenio yulo yulo told reuter a survey current mill season end month show 1986 87 estim met 1 2 mln tonn 1987 88 crop earmark domest consumpt yulo 130 000 tonn set sugar quota 150 000 tonn strateg reserv 50 000 tonn sold world market govern approv a long stand sra recommend manufactur ethanol project 150 000 tonn slightli rais target govern reason delay approv project expect juli yulo ethanol make pct gasolin cut oil import bill 300 mln peso yulo major philippin distilleri readi start manufactur ethanol project approv ethanol project result employ 100 000 peopl sharpli reduc thrown work depress world sugar price a moribund domest industri product quota set time 1987 88 submit presid corazon aquino presid wait till congress conven elect quota produc slightli consumpt level produc enjoy high price yulo ad sugar sell local 320 peso picul 190 peso august yulo price driven specul sra bid control product longer concern world market ad produc negro region learn mistak diversifi corn prawn farm cloth product diversif product ethanol sugar industri brazilian long ago learnt lesson yulo 300 sugar mill compar 41 reloc diversifi product call a sugarcan industri sugar industri sugarcan fed pig livestock thatch roof room panel cut sugarcan don produc sugar yulo philippin lobbi a renew intern sugar agreement expir 1984 a major sugar produc urg write a agreement reviv world price yulo agreement world price depress european commun subsidis produc dump sugar market current world price hold steadi 7 60 cent pound uneconom philippin product cost rang 12 14 cent a pound price hold steadi a 7 60 cent expect level rise 11 cent a pound end year yulo economist forecast a bullish sugar market 1990 world consumpt outstrip product sugar market hold encroach artifici sweeten high fructos corn syrup happi reagan administr 1935 regular supplier sugar 1982 restor quota system cut half justif manila keenli watch washington move cut domest support price 12 cent a pound 18 cent agricultur depart decemb slash 12 month 1987 sugar import quota philippin 143 780 short ton 231 660 short ton 1986 yulo year increas product target philippin mill expect shut 41 mill work 1986 87 season expect follow suit season
10308,japan set yen fund prevent dlr fall 50 day provision 1987 88 budget adopt today govern financ ministri issu 14 600 billion yen worth foreign exchang fund financ bill govern sourc foreign exchang dealer yen fund buy dollar prevent a dollar fall govern sourc amount cover 50 day year start april 1 account 90 pct 16 000 billion yen bill incorpor full budget
10310,mitsubishi buy danish dairi product firm mitsubishi corp lt mitt tok a 25 pct stake worth mln krone lt danish dairi farm jointli market produc april compani set year major danish livestock cooper feder expand market dairi product a mitsubishi offici time a japanes trade hous trade japanes dairi product world market mitsubishi expect danish compani annual sale 10 billion yen year april 1
